Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date,Year,Month,Gender,Units Purchased,Price per Unit (₹),Brand Name,Country,State
Aveeno,Face Mask,973.46,2.8,19,Normal,56+,Peptides,Titanium Dioxide,Fine lines,8/12/2025,2025,August,Male,2,486.73,Aveeno,India,Delhi
Glossier,Face Mask,432.54,3.8,1055,Acne-prone,26-35,Retinol,Salicylic Acid,Acne,4/20/2024,2024,April,Male,1,432.54,Glossier,India,Delhi
Glossier,Exfoliant,921.23,2.4,28,Sensitive,18-25,Retinol,Ceramides,Uneven texture,4/28/2024,2024,April,Female,3,307.0766667,Glossier,India,Delhi
Estee Lauder,Eye Cream,2918.77,5,86,Dry,18-25,Peptides,Salicylic Acid,Uneven texture,11/19/2024,2024,November,Male,2,1459.385,Estee Lauder,USA,New York
Skinceuticals,Eye Cream,3893.4,5,16,Normal,26-35,Alpha Arbutin,Hyaluronic Acid,Dark spots,8/1/2025,2025,August,Female,4,973.35,Skinceuticals,India,Delhi
Drunk Elephant,Moisturizer,2168.93,5,17,Sensitive,18-25,Peptides,Jojoba Oil,Dark spots,1/10/2024,2024,January,Male,4,542.2325,Drunk Elephant,India,Delhi
Estee Lauder,Facial Oil,2495.69,5,49,Oily,46-55,Benzoyl Peroxide,Tea Tree Oil,Fine lines,3/13/2024,2024,March,Female,2,1247.845,Estee Lauder,USA,New York
La Roche-Posay,Sunscreen,1352.15,3.9,43,Combination,56+,Zinc Oxide,Niacinamide,Anti-aging,11/22/2024,2024,November,Male,4,338.0375,La Roche-Posay,India,Delhi
The Ordinary,Moisturizer,926.91,3.4,82,Oily,36-45,Benzoyl Peroxide,Zinc Oxide,Anti-aging,9/7/2025,2025,September,Male,5,185.382,The Ordinary,Canada,Toronto
The Ordinary,Night Cream,1933.37,3.7,100,Normal,26-35,Titanium Dioxide,Bakuchiol,Oiliness,3/6/2024,2024,March,Female,5,386.674,The Ordinary,Canada,Toronto
Skinceuticals,Moisturizer,1365.82,5,300,Sensitive,18-25,Hyaluronic Acid,Titanium Dioxide,Oiliness,8/8/2024,2024,August,Female,5,273.164,Skinceuticals,India,Delhi
Aveeno,Cleanser,1075.9,3.5,48,Combination,36-45,Hyaluronic Acid,Ceramides,Redness,8/24/2024,2024,August,Female,1,1075.9,Aveeno,India,Delhi
Kiehl's,Face Mask,763.96,2.9,10,Acne-prone,46-55,Benzoyl Peroxide,Kojic Acid,Hyperpigmentation,11/24/2023,2023,November,Male,2,381.98,Kiehl's,USA,New York
Youth to the People,Exfoliant,1432.22,4,126,Combination,18-25,Zinc Oxide,Niacinamide,Sensitivity,5/22/2024,2024,May,Female,1,1432.22,Youth to the People,USA,Los Angeles
Paula's Choice,Moisturizer,890.37,4.1,30,Oily,46-55,Alpha Arbutin,Azelaic Acid,Redness,6/20/2024,2024,June,Male,4,222.5925,Paula's Choice,India,Delhi
Rare Beauty,Toner,747.06,4.3,108,Sensitive,26-35,Retinol,Zinc Oxide,Anti-aging,9/4/2025,2025,September,Male,1,747.06,Rare Beauty,USA,California
Drunk Elephant,Cleanser,1290.5,3.8,59,Oily,18-25,Squalane,Vitamin C,Sensitivity,7/3/2024,2024,July,Female,4,322.625,Drunk Elephant,India,Delhi
La Roche-Posay,Night Cream,3582.74,5,32,Sensitive,56+,Niacinamide,Lactic Acid,Uneven texture,5/17/2025,2025,May,Female,4,895.685,La Roche-Posay,India,Delhi
CeraVe,Sunscreen,1427.04,3.5,1017,Combination,18-25,Salicylic Acid,Vitamin C,Dullness,3/12/2025,2025,March,Male,3,475.68,CeraVe,India,Delhi
Drunk Elephant,Moisturizer,2093.07,4.4,61,Oily,36-45,Hyaluronic Acid,Bakuchiol,Anti-aging,10/20/2024,2024,October,Male,5,418.614,Drunk Elephant,India,Delhi
Neutrogena,Eye Cream,1464.98,4.7,125,Normal,18-25,Ceramides,Salicylic Acid,Oiliness,9/9/2024,2024,September,Female,4,366.245,Neutrogena,USA,Los Angeles
Glossier,Sunscreen,1609.47,4.2,5,Acne-prone,18-25,Azelaic Acid,Squalane,Dullness,6/16/2025,2025,June,Female,3,536.49,Glossier,India,Delhi
L'Oreal,Facial Oil,2401.28,4.5,162,Sensitive,26-35,Tea Tree Oil,Kojic Acid,Anti-aging,4/8/2024,2024,April,Female,5,480.256,L'Oreal,France,Paris
CeraVe,Night Cream,3502.21,5,13,Combination,56+,Squalane,Tea Tree Oil,Redness,7/27/2025,2025,July,Male,4,875.5525,CeraVe,India,Delhi
CeraVe,Serum,1509.9,3.6,117,Normal,56+,Tea Tree Oil,Peptides,Pores,8/11/2025,2025,August,Male,4,377.475,CeraVe,India,Delhi
L'Oreal,Sunscreen,1022.86,2.3,138,Combination,46-55,Lactic Acid,Bakuchiol,Fine lines,8/26/2024,2024,August,Male,1,1022.86,L'Oreal,France,Paris
Youth to the People,Exfoliant,1877.82,4.1,28,Oily,46-55,Alpha Arbutin,Kojic Acid,Oiliness,5/6/2024,2024,May,Male,1,1877.82,Youth to the People,USA,Los Angeles
Kiehl's,Eye Cream,1915.64,2.3,20,Normal,36-45,Peptides,Bakuchiol,Sensitivity,4/9/2025,2025,April,Male,5,383.128,Kiehl's,USA,New York
Kiehl's,Face Mask,1576.52,4,26,Sensitive,56+,Zinc Oxide,Jojoba Oil,Pores,3/21/2025,2025,March,Male,4,394.13,Kiehl's,USA,New York
The Ordinary,Eye Cream,2980.89,5,224,Sensitive,56+,Niacinamide,Retinol,Dark spots,7/19/2024,2024,July,Female,2,1490.445,The Ordinary,Canada,Toronto
Youth to the People,Eye Cream,2298.16,5,91,Oily,56+,Glycolic Acid,Lactic Acid,Pores,4/20/2025,2025,April,Male,1,2298.16,Youth to the People,USA,Los Angeles
The Ordinary,Exfoliant,2231.57,5,176,Sensitive,26-35,Ceramides,Salicylic Acid,Redness,7/18/2025,2025,July,Male,5,446.314,The Ordinary,Canada,Toronto
Aveeno,Exfoliant,1543.53,4.2,74,Sensitive,46-55,Niacinamide,Vitamin C,Sensitivity,6/7/2025,2025,June,Male,4,385.8825,Aveeno,India,Delhi
Skinceuticals,Serum,1684.47,3.5,37,Combination,26-35,Ceramides,Hyaluronic Acid,Pores,8/7/2024,2024,August,Female,4,421.1175,Skinceuticals,India,Delhi
Tatcha,Facial Oil,2489.13,4.1,283,Oily,46-55,Squalane,Glycolic Acid,Dark spots,3/25/2024,2024,March,Male,2,1244.565,Tatcha,India,Delhi
Olay,Serum,2322.68,4.6,40,Normal,56+,Lactic Acid,Squalane,Dark spots,3/12/2025,2025,March,Male,5,464.536,Olay,USA,Ohio
Origins,Exfoliant,2254.87,4.1,26,Dry,56+,Jojoba Oil,Niacinamide,Redness,3/15/2025,2025,March,Female,4,563.7175,Origins,India,Delhi
Drunk Elephant,Exfoliant,2004.21,3.8,94,Sensitive,36-45,Bakuchiol,Azelaic Acid,Acne,5/15/2024,2024,May,Male,1,2004.21,Drunk Elephant,India,Delhi
Paula's Choice,Sunscreen,741.93,3.6,137,Sensitive,46-55,Niacinamide,Peptides,Uneven texture,10/20/2024,2024,October,Male,2,370.965,Paula's Choice,India,Delhi
Youth to the People,Toner,1366.27,3.4,7,Acne-prone,56+,Alpha Arbutin,Benzoyl Peroxide,Sensitivity,1/29/2024,2024,January,Male,5,273.254,Youth to the People,USA,Los Angeles
Neutrogena,Eye Cream,2364.5,3.5,134,Combination,56+,Jojoba Oil,Glycolic Acid,Dark spots,2/19/2024,2024,February,Male,2,1182.25,Neutrogena,USA,Los Angeles
Olay,Eye Cream,2508.75,4.7,350,Acne-prone,56+,Azelaic Acid,Lactic Acid,Pores,5/19/2024,2024,May,Male,1,2508.75,Olay,USA,Ohio
Skinceuticals,Night Cream,5320.32,5,83,Normal,26-35,Ceramides,Hyaluronic Acid,Acne,2/6/2025,2025,February,Female,5,1064.064,Skinceuticals,India,Delhi
CeraVe,Cleanser,1127.37,4.2,48,Oily,18-25,Kojic Acid,Vitamin C,Anti-aging,6/3/2025,2025,June,Female,2,563.685,CeraVe,India,Delhi
Olay,Eye Cream,2442.46,5,75,Sensitive,56+,Lactic Acid,Tea Tree Oil,Oiliness,1/31/2025,2025,January,Female,3,814.1533333,Olay,USA,Ohio
Rare Beauty,Face Mask,712.2,4.1,172,Acne-prone,46-55,Jojoba Oil,Vitamin C,Dullness,11/9/2024,2024,November,Male,1,712.2,Rare Beauty,USA,California
Fenty Beauty,Night Cream,2721.17,5,172,Oily,56+,Titanium Dioxide,Jojoba Oil,Redness,5/5/2024,2024,May,Male,1,2721.17,Fenty Beauty,India,Delhi
La Roche-Posay,Exfoliant,1405.29,5,5,Combination,18-25,Salicylic Acid,Vitamin C,Redness,9/30/2023,2023,September,Male,1,1405.29,La Roche-Posay,India,Delhi
Fenty Beauty,Face Mask,838.34,2.9,293,Acne-prone,56+,Tea Tree Oil,Squalane,Dryness,7/9/2024,2024,July,Female,3,279.4466667,Fenty Beauty,India,Delhi
Fresh,Cleanser,1188,3.5,85,Sensitive,18-25,Glycolic Acid,Hyaluronic Acid,Dullness,8/22/2025,2025,August,Male,3,396,Fresh,India,Delhi
Youth to the People,Moisturizer,1224.69,4,53,Acne-prone,18-25,Peptides,Niacinamide,Uneven texture,8/1/2025,2025,August,Male,4,306.1725,Youth to the People,USA,Los Angeles
Glossier,Face Mask,818.99,3.3,118,Acne-prone,26-35,Tea Tree Oil,Lactic Acid,Dark spots,9/14/2024,2024,September,Female,2,409.495,Glossier,India,Delhi
Clinique,Facial Oil,3119.26,5,14,Sensitive,18-25,Retinol,Peptides,Acne,7/29/2025,2025,July,Male,4,779.815,Clinique,USA,Chicago
La Roche-Posay,Toner,756.67,3.3,31,Oily,46-55,Kojic Acid,Alpha Arbutin,Hyperpigmentation,1/15/2024,2024,January,Female,2,378.335,La Roche-Posay,India,Delhi
Neutrogena,Moisturizer,1975.31,4.3,74,Oily,36-45,Hyaluronic Acid,Niacinamide,Redness,12/12/2024,2024,December,Female,3,658.4366667,Neutrogena,USA,Los Angeles
CeraVe,Face Mask,853.55,3.3,80,Oily,18-25,Peptides,Hyaluronic Acid,Sensitivity,6/13/2024,2024,June,Female,3,284.5166667,CeraVe,India,Delhi
Rare Beauty,Serum,1239.12,4.5,46,Acne-prone,26-35,Peptides,Tea Tree Oil,Dullness,11/18/2024,2024,November,Male,4,309.78,Rare Beauty,USA,California
Fresh,Serum,1231.27,3.8,182,Normal,26-35,Glycolic Acid,Zinc Oxide,Anti-aging,7/20/2024,2024,July,Male,5,246.254,Fresh,India,Delhi
Paula's Choice,Night Cream,2269.22,3.8,409,Oily,18-25,Ceramides,Benzoyl Peroxide,Dryness,4/14/2025,2025,April,Male,4,567.305,Paula's Choice,India,Delhi
Fresh,Night Cream,2879.69,5,37,Combination,46-55,Vitamin C,Ceramides,Redness,10/15/2023,2023,October,Male,2,1439.845,Fresh,India,Delhi
Olay,Toner,1109.6,3.4,22,Normal,26-35,Jojoba Oil,Kojic Acid,Fine lines,3/8/2025,2025,March,Male,4,277.4,Olay,USA,Ohio
Estee Lauder,Eye Cream,2591.07,5,15,Acne-prone,46-55,Retinol,Lactic Acid,Pores,7/26/2025,2025,July,Male,1,2591.07,Estee Lauder,USA,New York
La Roche-Posay,Serum,2714.79,5,228,Oily,36-45,Jojoba Oil,Ceramides,Fine lines,1/29/2025,2025,January,Male,2,1357.395,La Roche-Posay,India,Delhi
Kiehl's,Eye Cream,2525.86,5,101,Acne-prone,36-45,Peptides,Alpha Arbutin,Pores,1/29/2024,2024,January,Female,2,1262.93,Kiehl's,USA,New York
Fenty Beauty,Serum,2869.08,5,41,Combination,56+,Retinol,Peptides,Anti-aging,9/20/2023,2023,September,Male,5,573.816,Fenty Beauty,India,Delhi
Olay,Serum,2242.53,5,35,Normal,36-45,Squalane,Niacinamide,Anti-aging,10/4/2023,2023,October,Female,3,747.51,Olay,USA,Ohio
Glossier,Moisturizer,1519.36,4.7,97,Acne-prone,56+,Hyaluronic Acid,Zinc Oxide,Dullness,2/15/2025,2025,February,Male,2,759.68,Glossier,India,Delhi
Fresh,Exfoliant,2118.29,5,879,Sensitive,18-25,Lactic Acid,Vitamin C,Dullness,7/17/2024,2024,July,Male,3,706.0966667,Fresh,India,Delhi
Glossier,Sunscreen,755.57,2.3,426,Normal,46-55,Retinol,Hyaluronic Acid,Acne,11/24/2023,2023,November,Male,4,188.8925,Glossier,India,Delhi
Neutrogena,Night Cream,2738.13,5,5,Acne-prone,46-55,Tea Tree Oil,Lactic Acid,Dark spots,7/13/2025,2025,July,Female,1,2738.13,Neutrogena,USA,Los Angeles
CeraVe,Cleanser,1194.31,4.8,33,Dry,18-25,Benzoyl Peroxide,Tea Tree Oil,Acne,12/10/2023,2023,December,Female,5,238.862,CeraVe,India,Delhi
Glossier,Night Cream,1985.5,4.5,62,Acne-prone,56+,Glycolic Acid,Peptides,Pores,3/4/2025,2025,March,Female,3,661.8333333,Glossier,India,Delhi
Rare Beauty,Exfoliant,2251.28,5,83,Acne-prone,46-55,Bakuchiol,Hyaluronic Acid,Dryness,8/21/2024,2024,August,Female,2,1125.64,Rare Beauty,USA,California
Fresh,Face Mask,493.98,3,8,Combination,18-25,Peptides,Titanium Dioxide,Pores,9/14/2025,2025,September,Male,3,164.66,Fresh,India,Delhi
Fenty Beauty,Moisturizer,1984.6,4.3,3,Dry,36-45,Glycolic Acid,Zinc Oxide,Dark spots,2/29/2024,2024,February,Female,2,992.3,Fenty Beauty,India,Delhi
Kiehl's,Night Cream,3067.53,5,168,Combination,18-25,Bakuchiol,Benzoyl Peroxide,Fine lines,1/24/2025,2025,January,Male,3,1022.51,Kiehl's,USA,New York
Tatcha,Face Mask,1002.54,2.8,36,Normal,36-45,Zinc Oxide,Alpha Arbutin,Acne,11/26/2023,2023,November,Male,2,501.27,Tatcha,India,Delhi
Kiehl's,Facial Oil,2597.13,5,2,Combination,26-35,Jojoba Oil,Kojic Acid,Dullness,7/26/2024,2024,July,Female,4,649.2825,Kiehl's,USA,New York
Aveeno,Moisturizer,864.94,3.5,143,Sensitive,46-55,Jojoba Oil,Zinc Oxide,Dark spots,11/18/2023,2023,November,Female,2,432.47,Aveeno,India,Delhi
Kiehl's,Eye Cream,2716.74,5,51,Dry,56+,Titanium Dioxide,Salicylic Acid,Pores,9/20/2023,2023,September,Female,2,1358.37,Kiehl's,USA,New York
L'Oreal,Facial Oil,1382.96,3.6,84,Oily,18-25,Jojoba Oil,Retinol,Dullness,11/26/2024,2024,November,Female,1,1382.96,L'Oreal,France,Paris
La Roche-Posay,Facial Oil,2256.54,5,185,Dry,56+,Kojic Acid,Titanium Dioxide,Dryness,8/31/2025,2025,August,Female,2,1128.27,La Roche-Posay,India,Delhi
La Roche-Posay,Face Mask,646.48,3.2,277,Dry,56+,Niacinamide,Kojic Acid,Dark spots,8/19/2025,2025,August,Female,1,646.48,La Roche-Posay,India,Delhi
Paula's Choice,Toner,1390.87,3,105,Sensitive,46-55,Alpha Arbutin,Glycolic Acid,Redness,8/30/2025,2025,August,Female,5,278.174,Paula's Choice,India,Delhi
Tatcha,Facial Oil,1955.71,4.2,23,Normal,56+,Ceramides,Squalane,Redness,1/17/2024,2024,January,Female,1,1955.71,Tatcha,India,Delhi
Glossier,Eye Cream,1729.31,4.2,14,Sensitive,18-25,Kojic Acid,Azelaic Acid,Dryness,10/9/2023,2023,October,Male,4,432.3275,Glossier,India,Delhi
Aveeno,Cleanser,784.7,3.9,10,Acne-prone,46-55,Squalane,Benzoyl Peroxide,Uneven texture,5/22/2024,2024,May,Female,1,784.7,Aveeno,India,Delhi
Rare Beauty,Night Cream,2036.78,4,24,Combination,56+,Peptides,Hyaluronic Acid,Dark spots,1/8/2024,2024,January,Female,5,407.356,Rare Beauty,USA,California
Fenty Beauty,Serum,1672.77,4.6,91,Combination,36-45,Salicylic Acid,Jojoba Oil,Dullness,2/25/2025,2025,February,Male,4,418.1925,Fenty Beauty,India,Delhi
The Ordinary,Serum,2034.48,4.3,127,Acne-prone,36-45,Niacinamide,Titanium Dioxide,Acne,2/2/2025,2025,February,Female,3,678.16,The Ordinary,Canada,Toronto
Glossier,Serum,1908.22,3,210,Sensitive,18-25,Hyaluronic Acid,Squalane,Oiliness,7/6/2024,2024,July,Male,3,636.0733333,Glossier,India,Delhi
Skinceuticals,Serum,2854.55,5,40,Dry,36-45,Jojoba Oil,Retinol,Uneven texture,10/28/2023,2023,October,Male,1,2854.55,Skinceuticals,India,Delhi
La Roche-Posay,Sunscreen,714.98,4.3,128,Normal,36-45,Vitamin C,Squalane,Hyperpigmentation,2/2/2024,2024,February,Female,1,714.98,La Roche-Posay,India,Delhi
Clinique,Facial Oil,3835.9,5,52,Normal,36-45,Bakuchiol,Ceramides,Redness,4/17/2025,2025,April,Male,5,767.18,Clinique,USA,Chicago
Clinique,Facial Oil,3347.86,5,39,Acne-prone,26-35,Zinc Oxide,Jojoba Oil,Dullness,8/24/2024,2024,August,Male,5,669.572,Clinique,USA,Chicago
Olay,Facial Oil,1654.79,3.9,66,Normal,18-25,Bakuchiol,Glycolic Acid,Sensitivity,11/21/2024,2024,November,Male,2,827.395,Olay,USA,Ohio
Clinique,Cleanser,1051.74,4.1,108,Combination,56+,Kojic Acid,Hyaluronic Acid,Sensitivity,3/3/2025,2025,March,Male,5,210.348,Clinique,USA,Chicago
Origins,Eye Cream,2303.71,4.3,34,Oily,56+,Kojic Acid,Niacinamide,Acne,2/22/2024,2024,February,Female,2,1151.855,Origins,India,Delhi
Neutrogena,Eye Cream,2153.14,5,13,Dry,26-35,Retinol,Niacinamide,Dryness,10/5/2024,2024,October,Male,4,538.285,Neutrogena,USA,Los Angeles
Neutrogena,Facial Oil,2649.56,4.9,212,Normal,46-55,Ceramides,Benzoyl Peroxide,Uneven texture,12/15/2024,2024,December,Female,1,2649.56,Neutrogena,USA,Los Angeles
Paula's Choice,Exfoliant,1582.41,3.3,120,Normal,46-55,Zinc Oxide,Peptides,Anti-aging,6/24/2025,2025,June,Male,4,395.6025,Paula's Choice,India,Delhi
Clinique,Eye Cream,3174.65,5,35,Dry,56+,Lactic Acid,Bakuchiol,Dark spots,4/20/2024,2024,April,Male,5,634.93,Clinique,USA,Chicago
CeraVe,Sunscreen,1036.18,4.1,21,Combination,36-45,Titanium Dioxide,Azelaic Acid,Fine lines,9/5/2025,2025,September,Male,4,259.045,CeraVe,India,Delhi
CeraVe,Face Mask,1030.38,2.5,199,Normal,36-45,Hyaluronic Acid,Glycolic Acid,Redness,1/29/2025,2025,January,Male,4,257.595,CeraVe,India,Delhi
Neutrogena,Exfoliant,1723.21,4.4,28,Normal,36-45,Ceramides,Peptides,Hyperpigmentation,10/28/2024,2024,October,Female,4,430.8025,Neutrogena,USA,Los Angeles
Neutrogena,Toner,1211.41,4.3,38,Combination,18-25,Bakuchiol,Niacinamide,Dark spots,5/18/2025,2025,May,Female,5,242.282,Neutrogena,USA,Los Angeles
Glossier,Moisturizer,992.6,3.7,106,Combination,18-25,Peptides,Niacinamide,Fine lines,4/9/2024,2024,April,Male,4,248.15,Glossier,India,Delhi
Glossier,Eye Cream,2527.94,4.6,7,Combination,56+,Ceramides,Lactic Acid,Anti-aging,6/27/2024,2024,June,Male,2,1263.97,Glossier,India,Delhi
Glossier,Facial Oil,2633.8,5,430,Oily,36-45,Benzoyl Peroxide,Kojic Acid,Acne,8/20/2024,2024,August,Female,5,526.76,Glossier,India,Delhi
Tatcha,Eye Cream,3780.43,5,13,Normal,56+,Niacinamide,Glycolic Acid,Oiliness,6/12/2024,2024,June,Male,4,945.1075,Tatcha,India,Delhi
Youth to the People,Face Mask,605,4.7,54,Sensitive,26-35,Glycolic Acid,Ceramides,Dullness,12/18/2024,2024,December,Male,5,121,Youth to the People,USA,Los Angeles
Youth to the People,Exfoliant,2088.61,4.1,11,Sensitive,46-55,Niacinamide,Lactic Acid,Dullness,8/6/2025,2025,August,Male,3,696.2033333,Youth to the People,USA,Los Angeles
Fenty Beauty,Eye Cream,1994.62,5,284,Dry,46-55,Ceramides,Salicylic Acid,Acne,2/5/2025,2025,February,Female,2,997.31,Fenty Beauty,India,Delhi
Rare Beauty,Toner,1253.5,5,53,Sensitive,56+,Vitamin C,Peptides,Pores,3/5/2025,2025,March,Female,4,313.375,Rare Beauty,USA,California
L'Oreal,Facial Oil,1976.02,3.6,21,Acne-prone,36-45,Glycolic Acid,Retinol,Hyperpigmentation,5/10/2024,2024,May,Female,3,658.6733333,L'Oreal,France,Paris
La Roche-Posay,Toner,810.78,3.9,16,Combination,56+,Alpha Arbutin,Titanium Dioxide,Dryness,3/5/2025,2025,March,Male,3,270.26,La Roche-Posay,India,Delhi
Kiehl's,Eye Cream,4857.88,5,4,Combination,56+,Benzoyl Peroxide,Jojoba Oil,Uneven texture,11/13/2023,2023,November,Male,5,971.576,Kiehl's,USA,New York
Aveeno,Toner,782.63,4.1,213,Combination,36-45,Niacinamide,Ceramides,Redness,4/27/2024,2024,April,Female,3,260.8766667,Aveeno,India,Delhi
Fenty Beauty,Exfoliant,2184.01,5,42,Combination,56+,Bakuchiol,Benzoyl Peroxide,Sensitivity,8/2/2024,2024,August,Female,2,1092.005,Fenty Beauty,India,Delhi
Tatcha,Sunscreen,1873.71,5,69,Combination,46-55,Alpha Arbutin,Vitamin C,Dryness,7/13/2024,2024,July,Female,2,936.855,Tatcha,India,Delhi
Origins,Cleanser,855.52,4.4,32,Dry,46-55,Alpha Arbutin,Benzoyl Peroxide,Acne,11/27/2024,2024,November,Female,1,855.52,Origins,India,Delhi
Fenty Beauty,Sunscreen,820.92,3.4,37,Oily,56+,Titanium Dioxide,Tea Tree Oil,Dark spots,2/27/2025,2025,February,Male,2,410.46,Fenty Beauty,India,Delhi
Rare Beauty,Serum,1768.3,4.8,5,Oily,46-55,Hyaluronic Acid,Squalane,Dullness,3/9/2024,2024,March,Female,3,589.4333333,Rare Beauty,USA,California
L'Oreal,Moisturizer,894.9,5,28,Combination,46-55,Kojic Acid,Titanium Dioxide,Uneven texture,3/1/2025,2025,March,Male,2,447.45,L'Oreal,France,Paris
Estee Lauder,Eye Cream,3701.3,5,3,Acne-prone,36-45,Niacinamide,Titanium Dioxide,Uneven texture,8/25/2025,2025,August,Female,5,740.26,Estee Lauder,USA,New York
Glossier,Facial Oil,1776.65,5,38,Dry,18-25,Alpha Arbutin,Hyaluronic Acid,Oiliness,10/12/2024,2024,October,Male,1,1776.65,Glossier,India,Delhi
Aveeno,Sunscreen,805.27,4.4,13,Combination,18-25,Hyaluronic Acid,Bakuchiol,Pores,4/18/2025,2025,April,Female,3,268.4233333,Aveeno,India,Delhi
Estee Lauder,Sunscreen,2124.31,3.8,82,Combination,26-35,Alpha Arbutin,Glycolic Acid,Sensitivity,7/26/2025,2025,July,Female,1,2124.31,Estee Lauder,USA,New York
The Ordinary,Cleanser,622.25,3.3,140,Oily,56+,Lactic Acid,Alpha Arbutin,Anti-aging,11/22/2024,2024,November,Female,3,207.4166667,The Ordinary,Canada,Toronto
Fenty Beauty,Serum,1807.61,4.9,69,Acne-prone,56+,Retinol,Peptides,Redness,12/21/2023,2023,December,Female,5,361.522,Fenty Beauty,India,Delhi
Drunk Elephant,Night Cream,4587.76,5,633,Oily,56+,Azelaic Acid,Alpha Arbutin,Sensitivity,5/6/2024,2024,May,Male,1,4587.76,Drunk Elephant,India,Delhi
Aveeno,Exfoliant,1274.11,4.5,343,Dry,18-25,Benzoyl Peroxide,Peptides,Dullness,5/11/2024,2024,May,Female,4,318.5275,Aveeno,India,Delhi
Skinceuticals,Exfoliant,1493.35,2.8,55,Combination,36-45,Kojic Acid,Tea Tree Oil,Dryness,1/31/2025,2025,January,Male,3,497.7833333,Skinceuticals,India,Delhi
Rare Beauty,Exfoliant,1054.61,3.8,76,Sensitive,26-35,Kojic Acid,Bakuchiol,Dullness,1/5/2025,2025,January,Male,4,263.6525,Rare Beauty,USA,California
Fresh,Night Cream,3526.59,5,18,Normal,18-25,Glycolic Acid,Retinol,Dryness,11/21/2024,2024,November,Male,1,3526.59,Fresh,India,Delhi
Fenty Beauty,Facial Oil,1927.87,3.2,30,Normal,46-55,Kojic Acid,Bakuchiol,Dullness,11/28/2023,2023,November,Male,4,481.9675,Fenty Beauty,India,Delhi
Clinique,Exfoliant,1407.87,4.5,61,Combination,36-45,Salicylic Acid,Ceramides,Oiliness,2/24/2024,2024,February,Female,4,351.9675,Clinique,USA,Chicago
Drunk Elephant,Cleanser,1442.12,4.7,12,Acne-prone,36-45,Squalane,Tea Tree Oil,Pores,6/8/2024,2024,June,Male,1,1442.12,Drunk Elephant,India,Delhi
The Ordinary,Night Cream,3387.27,5,18,Acne-prone,36-45,Niacinamide,Kojic Acid,Acne,10/16/2023,2023,October,Male,5,677.454,The Ordinary,Canada,Toronto
La Roche-Posay,Sunscreen,1568.88,3.1,32,Sensitive,18-25,Azelaic Acid,Glycolic Acid,Oiliness,5/19/2025,2025,May,Male,4,392.22,La Roche-Posay,India,Delhi
Origins,Toner,874.39,2.7,54,Normal,18-25,Tea Tree Oil,Azelaic Acid,Acne,12/3/2023,2023,December,Female,4,218.5975,Origins,India,Delhi
Rare Beauty,Moisturizer,2058.15,5,42,Sensitive,18-25,Retinol,Niacinamide,Anti-aging,3/31/2024,2024,March,Female,5,411.63,Rare Beauty,USA,California
Olay,Cleanser,878.7,4.5,11,Combination,26-35,Tea Tree Oil,Vitamin C,Oiliness,9/26/2024,2024,September,Female,4,219.675,Olay,USA,Ohio
Skinceuticals,Night Cream,5080.48,5,25,Normal,56+,Tea Tree Oil,Zinc Oxide,Dark spots,12/11/2023,2023,December,Female,4,1270.12,Skinceuticals,India,Delhi
Youth to the People,Sunscreen,1486.09,3.2,50,Dry,18-25,Zinc Oxide,Lactic Acid,Oiliness,11/4/2023,2023,November,Male,4,371.5225,Youth to the People,USA,Los Angeles
Tatcha,Cleanser,1464.71,4.8,22,Normal,18-25,Jojoba Oil,Niacinamide,Pores,7/21/2025,2025,July,Male,2,732.355,Tatcha,India,Delhi
Fenty Beauty,Toner,882,2.3,426,Sensitive,26-35,Kojic Acid,Lactic Acid,Dark spots,2/11/2025,2025,February,Female,5,176.4,Fenty Beauty,India,Delhi
Olay,Serum,1912.05,4.9,309,Dry,46-55,Jojoba Oil,Salicylic Acid,Uneven texture,11/17/2023,2023,November,Male,4,478.0125,Olay,USA,Ohio
Youth to the People,Eye Cream,2776.67,4,104,Acne-prone,36-45,Lactic Acid,Titanium Dioxide,Sensitivity,2/13/2024,2024,February,Male,5,555.334,Youth to the People,USA,Los Angeles
Fenty Beauty,Toner,964.25,2.8,59,Normal,18-25,Glycolic Acid,Salicylic Acid,Dark spots,6/23/2024,2024,June,Male,3,321.4166667,Fenty Beauty,India,Delhi
La Roche-Posay,Cleanser,1209.01,4,203,Dry,18-25,Kojic Acid,Salicylic Acid,Acne,6/28/2024,2024,June,Female,3,403.0033333,La Roche-Posay,India,Delhi
The Ordinary,Serum,1923.81,4.9,99,Dry,18-25,Vitamin C,Ceramides,Hyperpigmentation,10/10/2024,2024,October,Female,4,480.9525,The Ordinary,Canada,Toronto
The Ordinary,Exfoliant,1124.51,4.4,920,Normal,36-45,Niacinamide,Squalane,Dullness,12/24/2024,2024,December,Male,5,224.902,The Ordinary,Canada,Toronto
Aveeno,Night Cream,3455.97,5,11,Sensitive,26-35,Lactic Acid,Titanium Dioxide,Dark spots,6/2/2024,2024,June,Female,5,691.194,Aveeno,India,Delhi
